Station name,Station address,Latitude,Longitude,Opening hours,Operator,Number of station,Number of plugs,Rating,Tesla,Type 2,J-1772,Tesla (Fast),CCS/SAE,CHAdeMO,Address of nearest destination charger ,Distance to the nearest destination charger (km),Energy required to nearest destination charger (kWh),Address of nearest fast charger,Distance to the nearest fast charger (km),Energy required to nearest fast charger (kWh),date
AMP Connect Corporate Centre,"Building 3, 185 O'Riordan St, Mascot NSW 2020, Australia",-33.927083,151.186799,Open 24/7,Chargefox,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Tranquillyn Country Retreat,"2754 Glen Davis NSW, Australia",-33.09462334,150.2111532,Open 24/7,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Aurora,"17 Roberts Rd, Eastern Creek NSW 2766, Austra, Eastern Creek 2766",-33.817281,150.83814,,Exploren,2,4,22 kW,0,4,0,,,,,,,,,,17/7/2023
Komatsu Fairfield,"50-60 Fairfield St, Fairfield NSW 2165, Australia",-33.869829,150.978192,,EVUp,2,4,kW,0,4,0,,,,,,,,,,17/7/2023
Westpac Parramatta Square,"Darcy St &, Macquarie St, Parramatta NSW 2150, Australia",-33.815581,151.004744,,Exploren,18,18,7 - 40 kW,0,18,0,,,,,,,,,,17/7/2023
Thornleigh Squash and Fitness,"6 Duffy Ave, Thornleigh NSW 2120, Australia",-33.725317,151.083483,10am to 10pm,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Eastwood Hotel,"115 Rowe Street, Eastwood, , Australia, NSW 2122",-33.790888,151.083039,Open 24/7,Tesla Destination,2,2,7 kW,2,0,0,,,,,,,,,,17/7/2023
Littomore Kingswood Hotel,"10 Hargrave St, Kingswood NSW 2747, Australia",-33.76122443,150.7165725,Open 24/7,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Hornsby BMW,"64 B83, Waitara NSW 2077, Australia",-33.711351,151.106176,,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Loreto Normanhurst,"2 Osborn Rd, Normanhurst NSW 2076, Australia",-33.72672691,151.0966957,Only when the school is open - most day times and some weekends,,3,3,kW,0,3,0,,,,,,,,,,17/7/2023
West End Motor Lodge,"2-6 Dalton St, Orange, NSW 2800",-33.27462959,149.0880254,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Mortlake Slipway,"35 Hilly St, Mortlake NSW 2137, Australia",-33.8380927,151.1056398,Restricted,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
19/287 Victoria Rd Building,"19/287 Victoria Rd, Rydalmere NSW 2116, Austr, Rydalmere 2116",-33.812096,151.035754,,Exploren,5,6,7 - 120 kW,0,6,0,,,,,,,,,,17/7/2023
Home,"91 Arnold Ave, Kellyville NSW 2155, Australia",-33.7141193,150.9469386,Open 24/7,,1,2,kW,0,1,1,,,,,,,,,,17/7/2023
PEMBROKE - Energy Trade,"48 Pembroke St, Epping NSW 2121, Australia, Epping 2121",-33.771806,151.087944,,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Nile Street Cafe,"49 Nile St, Orange NSW 2800, Australia",-33.281965,149.112571,,Tesla Destination,2,2,22 kW,2,0,0,,,,,,,,,,17/7/2023
Western Sydney Conference Centre (Coming Soon),"83 Mulgoa Rd, Penrith NSW 2750, Australia, Penrith 2750",-33.757733,150.683936,Open 24/7,Exploren,4,4,22 kW,0,4,0,,,,,,,,,,17/7/2023
Parramatta Motor Group Service Centre,"3 Grand Ave, Camellia NSW 2142, Australia",-33.819988,151.026163,7:30 - 5:30 Monday - Friday 8:30 - 12:00 Saturday,,1,1,kW,0,0,1,,,,,,,,,,17/7/2023
Steve's Home Charger,"Murray St, Merrylands NSW 2160, Australia",-33.82684691,150.9887167,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
CSR House - Schofields,"Schofields NSW 2762, Australia",-33.714754,150.851903,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
EQ,"23 Vore St, Silverwater NSW 2128, Australia",-33.8370396,151.0445122,"Open Monday Friday 9am til 5pm only Closed weekends Please talk to reception
staff before using",,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
WildLife Lodge Katoomba,"6 Martin St, Katoomba NSW 2780, Australia",-33.72260461,150.3144493,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Marsden park,"46 Geranium St, Marsden Park NSW 2765, Australia",-33.6993369,150.8116284,,,1,2,kW,0,1,1,,,,,,,,,,17/7/2023
Hobbs Springwood (Coming Soon),21 Ferguson Rd Springwood NSW 2777,-33.7009173,150.5592378,,,2,2,kW,2,0,0,,,,,,,,,,17/7/2023
Astina Serviced Apartments,"21 Woodriff St, Penrith NSW 2750, Australia",-33.754386,150.696654,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
The Ponds Shopping Centre,"45 Riverbank Drive, The Ponds, NSW",-33.70589124,150.9104015,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Esplanade Norwest Apartments,"11 Solent Circuit, Norwest NSW 2153, Australia",-33.731652,150.966591,Open 24/7,,4,4,kW,0,4,0,,,,,,,,,,17/7/2023
Jessie Street Centre,"12 Macquarie St Parramatta NSW 2150, Australia",-33.814361,151.000605,,ChargePoint,1,2,kW,0,0,2,,,,,,,,,,17/7/2023
mycar Tyre & Auto Seven Hills,"234-236 Prospect Hwy, Seven Hills NSW 2147, Australia",-33.775864,150.933806,Open 24/7,EVUp,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Tesla Parramatta Showroom,"55 Church Street, Parramatta NSW 2150, Australia",-33.822087,151.004014,Business Hours Only,,4,4,11.5 kW,4,0,0,,,,,,,,,,17/7/2023
Mercedes-Benz Castle Hill,"2 Anella Ave, Castle Hill NSW 2154",-33.726056,150.978465,Business hours,,3,3,kW,0,3,0,,,,,,,,,,17/7/2023
Arc Renewable Group,"180 Burwood Rd, Burwood NSW 2134, Australia",-33.878181,151.104119,Open 24/7,Exploren,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Eclipse Tower,"60 Station St E, Parramatta NSW 2150, Austral, Parramatta 2150",-33.818513,151.007234,Open 24/7,Exploren,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
The Hills Lodge,"1 Salisbury Rd, Castle Hill NSW 2154, Australia",-33.730737,150.973402,,Tesla Destination,2,3,5 kW,1,2,0,,,,,,,,,,17/7/2023
Rhodes Apartment,"19 Shoreline Dr, Rhodes NSW 2138, Australia, Rhodes 2138",-33.832077,151.08478,,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
"Transport for NSW - Elsie Street, Burwood","16-24 Elsie St, Burwood NSW 2134, Australia, Burwood 2134",-33.875735,151.103147,,Exploren,11,11,7 kW,0,11,0,,,,,,,,,,17/7/2023
Orange Waratah Sports Club ,"36 Telopea Way, Orange NSW 2800, Australia",-33.249197,149.10162,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Teachers Mutual Bank Rooty Hill,"5 Beames Ave, Rooty Hill NSW 2766, Australia",-33.77247582,150.8435874,,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Woolworths Head Office,"1 Woolworths Way, Bella Vista NSW 2153, Australia",-33.736691,150.95032,,ChargePoint,3,6,6.6 kW,0,0,6,,,,,,,,,,17/7/2023
mycar Tyre & Auto Parramatta,"9A Aird St, Parramatta NSW 2150, Australia",-33.817719,151.000491,,EVUp,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Porsche Centre Parramatta,"326 Church St, Granville NSW 2142, Australia",-33.825766,151.003945,Weekdays 08:30 - 17:30 Sat 09:00 - 17:00,,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
DFO Homebush (2),"3-5 Underwood Rd, Homebush NSW 2140, Australia",-33.85585222,151.0769897,"Carpark opens 10am and closes 7pm. Carpark operator said and they will open
around 9:15am and want everyone out by 6:30pm",,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Equinix SY6,"8 Egerton St, Silverwater NSW 2128, Australia",-33.836892,151.052665,Open 24/7,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
BATES SMART,"12 Shoreline Dr, Rhodes NSW 2138, Australia, Rhodes 2138",-33.833054,151.084302,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Blacktown Workers Club,"55 Campbell St, Blacktown NSW 2148, Australia",-33.77324,150.908737,Open 24/7,Exploren,2,4,7 kW,0,4,0,,,,,,,,,,17/7/2023
Arc Renewable Group Maxwell Reissis,"18 Waitara Ave, Waitara NSW 2077, Australia",-33.709518,151.105847,,Exploren,4,4,22 kW,0,4,0,,,,,,,,,,17/7/2023
Middy's Meadowbank (Coming Soon),"28 Constitution Rd, Ryde NSW 2112, Australia",-33.8181788,151.0943921,Weekdays: 6.30am - 4.30pm,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Sienna By The Bay - Mary Street,"6 Mary St, Rhodes NSW 2138, Australia, Rhodes 2138",-33.83067,151.084666,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Sienna By The Bay - Marquet Street,"2-6 Marquet St, Rhodes NSW 2138, Australia, Rhodes 2138",-33.83026,151.084902,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Club Parramatta Car Park,"2A Macquarie St, Parramatta NSW 2150, Australia",-33.81376515,150.998344,Open 24/7,Exploren,4,8,22 kW,0,8,0,,,,,,,,,,17/7/2023
Noonaweena,"1442 George Downes Dr, Kulnura NSW 2250, Australia",-33.198621,151.199974,,Tesla Destination,3,3,22 kW,3,0,0,,,,,,,,,,17/7/2023
Lake Haven Shopping Centre,"Cnr Lake Haven Dr, Lake Haven NSW 2263, Australia",-33.24019102,151.5037613,,Chargefox,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Hibiscus Lakeside Motel,"2 Diamond Head Dr, Budgewoi NSW 2262, Australia",-33.238199,151.561475,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Pullman Magenta Shores Resort,1 1 Magenta Drive Magenta New South Wales NSW 2261,-33.310777,151.523212,,Tesla Destination,1,1,6 kW,1,0,0,,,,,,,,,,17/7/2023
AmpControl,"726 Tomago Rd, Tomago NSW 2322, Australia",-32.82289869,151.7031403,Monday - Friday office hours,,1,1,75 kW,0,1,0,,,,,,,,,,17/7/2023
Club Lemon Tree,"18A Gould Dr, Lemon Tree Passage NSW 2319, Australia",-32.73328512,152.0333474,Open 24/7,Exploren,2,2,7 kW,0,2,0,,,,,,,,,,17/7/2023
Wyong Nissan,"37 Amsterdam Circuit North, Wyong NSW 2259, Australia",-33.26357,151.454644,Charger availability: Mon-Fri : 8.30am - 4pm Sat - 9am-3pm,Chargefox,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Dogwood Hunter Valley,"2 Casuarina Dr, Rothbury NSW 2320, Australia",-32.741088,151.328319,Open 24/7,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
BMW Sydney Rushcutters Bay,"65 Craigend St, Rushcutters Bay NSW 2010, Australia",-33.87725,151.227824,8:30am - 5:30pm weekdays 9am (Sat) 10am (Sun) - 5pm weekends,,4,4,50 kW,0,4,0,,,,,,,,,,17/7/2023
CSIRO - Testing Center,"10 Murray Dwyer Cct, Mayfield West NSW 2304, , Mayfield West 2304",-32.884398,151.727758,,Exploren,4,4,22 kW,0,4,0,,,,,,,,,,17/7/2023
East Maitland Bowling Club,"Banks St, East Maitland NSW 2323, Australia",-32.74685611,151.5840272,Open 24/7,Exploren,2,2,7 kW,0,2,0,,,,,,,,,,17/7/2023
Landcare & Sustainable Living Centre Booragul Dual Charger,"110 York St, Booragul NSW 2284, Australia",-32.96835717,151.6059489,8am - 2pm Monday to Friday,,1,2,kW,0,2,0,,,,,,,,,,17/7/2023
Bannisters,"147 Soldiers Point Rd, Soldiers Point NSW 2317, Australia",-32.711629,152.072108,,Tesla Destination,4,6,14 kW,2,4,0,,,,,,,,,,17/7/2023
Hunter Valley - Ingenia Holidays,"137 Mount View Rd, Cessnock NSW 2325, Austral, Cessnock 2325",-32.831931,151.338394,Open 24/7,Exploren,2,2,7 kW,0,2,0,,,,,,,,,,17/7/2023
Hanging Tree Wines,294 O'Connors Rd Pokolbin NSW 2320 Australia,-32.80808376,151.318149,,Chargefox,1,1,22kW,0,1,0,,,,,,,,,,17/7/2023
Ingenia Middle Rock,"554 Gan Gan Rd, One Mile NSW 2316, Australia, One Mile 2316",-32.766467,152.115551,Open 24/7,Exploren,1,1,7 kW,0,1,0,,,,,,,,,,17/7/2023
Northern Beaches Council,"55 Middleton Road, Cromer NSW 2099, Australia",-33.734056,151.285108,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Peppercorn Tree Carpark,"1838 Broke Rd, Pokolbin NSW 2320, Australia",-32.769186,151.273708,Open 24/7,Exploren,2,4,22 kW,0,2,0,,,,,,,,,,17/7/2023
Best Western Plus Apollo International,"290 Pacific Hwy, Charlestown NSW 2290, Australia",-32.956793,151.700525,,Tesla Destination,3,5,4 kW,2,3,0,,,,,,,,,,17/7/2023
Crowne Plaza Terrigal,"Pine Tree Lane Terrigal, NSW, 2260 Australia",-33.448123,151.445305,Open 24/7,Tesla Destination,3,3,22 kW,3,0,0,,,,,,,,,,17/7/2023
Ettalong Beach - ARG,"237-245 Ocean View Rd, Ettalong Beach NSW 225, Ettalong Beach 2257",-33.513599,151.337722,Open 24/7,Exploren,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Nelson Resort & Conference Centre,3 Government Road Nelson Bay New South Wales NSW 2315,-32.720687,152.1428,,Tesla Destination,2,2,6 kW,2,0,0,,,,,,,,,,17/7/2023
Cardiff Executive Apartments,"49 Macquarie Rd, Cardiff NSW 2285, Australia",-32.9426741,151.6576176,"Open 24/7
24/7",,3,3,kW,0,3,0,,,,,,,,,,17/7/2023
Newcastle Airport Premium Covered Car Park,"Newcastle Airport, 1 Williamtown Dr, Williamtown NSW 2318, Australia",-32.8043537,151.8398112,Open 24/7,,3,6,kW,0,6,0,,,,,,,,,,17/7/2023
Maitland Riverside Shopping Plaza,"405 High St, Maitland NSW 2320, Australia",-32.733865,151.556126,Open 24/7,Exploren,4,4,7 kW,0,4,0,,,,,,,,,,17/7/2023
Nissan Gosford,"1 Racecourse Rd, West Gosford NSW 2250, Australia",-33.42631632,151.3278122,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Porsche Centre Willoughby,"445 Willoughby Rd, Willoughby NSW 2068, Australia",-33.810007,151.199649,Mon - Fri 8AM - 5PM Sat - Sun Closed,,2,2,22 - 350 kW,0,2,0,,,,,,,,,,17/7/2023
Speers Point Park,"15 Park Rd, Speers Point NSW 2284, Australia",-32.96278307,151.6189882,Open 24/7,Everty,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Woollahra Municipal Council Chambers,"536 New S Head Rd, Double Bay NSW 2028, Australia",-33.872623,151.247364,Sat/Sun 8am - 7pm Available to public on weekends only - closes 7pm,Chargefox,4,4,kW,0,4,0,,,,,,,,,,17/7/2023
John Hunter Hospital - 2 Lookout Rd,"2 Lookout Rd, New Lambton Heights NSW 2305, Australia",-32.92299231,151.6981796,,Exploren,1,2,7 kW,0,2,0,,,,,,,,,,17/7/2023
John Hunter Hospital - Pathology Loading Bay,"Lookout Rd, New Lambton Heights NSW 2305, Aus, New Lambton Heights 2305",-32.922589,151.692506,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Adina Apartment Hotel Chippendale,"42 Boundary St, Darlington NSW 2008, Australia",-33.88921103,151.195781,Open 24/7,,3,3,kW,0,3,0,,,,,,,,,,17/7/2023
4 Pines Brewing Company Wholesale Pty Limited,"4F/9-13 Winbourne Rd, Brookvale NSW 2100, Australia",-33.76476093,151.2773163,Open 24/7,Chargefox,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Sydney Football Stadium,"44 Driver Ave, Moore Park NSW 2021, Australia, Moore Park 2021",-33.88839722,151.2239759,,Exploren,6,12,7 kW,0,12,0,,,,,,,,,,17/7/2023
Hyundai Brookvale Dealership,"493 Pittwater Rd, Brookvale NSW 2100, Australia",-33.764193,151.270521,9AM - 5PM,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Acacia Gardens,"71 Jones St, Ultimo NSW 2007, Australia, Ultimo 2007",-33.878505,151.196583,Open 24/7,Exploren,1,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Imperial Hotel,"458 High St, Maitland NSW 2320, Australia",-32.73094809,151.5537266,Open 24/7,,1,1,22kW,0,1,0,,,,,,,,,,17/7/2023
Mantra Nelson Bay,"19B James Cook Dr, Kings Langley NSW 2147, Au, Kings Langley 2147",-32.723461,152.145401,Open 24/7,Exploren,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Kloster Nissan,"Tudor St, Hamilton, NSW 2303",-32.924717,151.754065,Mon-Fri: 8:00am-5:00pm,,1,1,kW,0,0,1,,,,,,,,,,17/7/2023
The landmark Visitor Car Park,500 Pacific Hwy Crows Nest NSW 2065,-33.823723,151.196332,Open 24/7,Everty,2,2,11 kW,0,2,0,,,,,,,,,,17/7/2023
Google Sydney,"48 Pirrama Rd, Pyrmont NSW 2009, Australia",-33.86647,151.195679,,,2,2,kW,0,0,2,,,,,,,,,,17/7/2023
100 Harris,"100 Harris St, Pyrmont NSW 2009, Australia",-33.86844,151.19374,,,1,1,kW,0,0,1,,,,,,,,,,17/7/2023
The Entrance Leagues Club,"3 Bay Village Rd, Bateau Bay NSW 2261, Austra, Bateau Bay 2261",-33.377381,151.473372,Open 24/7,Exploren,2,4,22 kW,0,4,0,,,,,,,,,,17/7/2023
Crowne Plaza Darling Harbour,"58 Bathurst St, Sydney NSW 2000, Australia",-33.874098,151.204448,,Tesla Destination,3,3,4 - 22 kW,3,0,0,,,,,,,,,,17/7/2023
Intercontinental Sydney Double Bay,"20-26 Cross Street, Double Bay NSW 2028, Australia",-33.876354,151.243056,Open 24/7,,1,2,kW,1,1,0,,,,,,,,,,17/7/2023
Pier One Sydney Harbour,"11 Hickson Rd, Dawes Point NSW 2000, Australia",-33.854268,151.208195,,Tesla Destination,2,2,22 kW,2,0,0,,,,,,,,,,17/7/2023
Disney Studios Australia,"40B Driver Ave, Moore Park NSW 2021, Australia",-33.892569,151.226303,,Exploren,3,3,22 kW,0,3,0,,,,,,,,,,17/7/2023
SIXT Domain Wooloomooloo,"50 Sir John Young Cres, Woolloomooloo NSW 201, Woolloomooloo 2011",-33.871527,151.216683,Open 24/7,Exploren,2,2,21.6 - 22 kW,0,2,0,,,,,,,,,,17/7/2023
NRMA Ocean Beach Holiday Resort (2),"Palm Drive, Umina Beach NSW 2257, Australia",-33.530035,151.310053,8am - 8pm if non-guest,NRMA,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
The Little Snail Restaurant,"50 Murray St, Sydney NSW 2000, Australia, Sydney 2000",-33.8706,151.197843,Open 24/7,Exploren,1,1,7 kW,0,1,0,,,,,,,,,,17/7/2023
Meriton Suites Bondi Junction,"95-97 Grafton Street, Bondi Junction, NSW, 2022",-33.8912726,151.2492382,Open 24/7,,3,3,kW,0,3,0,,,,,,,,,,17/7/2023
World Square - Rydges,"389 Pitt St Sydney NSW 2000, Australia",-33.876811,151.207259,Open 24/7,Exploren,2,2,7 kW,0,2,0,,,,,,,,,,17/7/2023
AMP Capital - Circular Quay,"Level 2/50 Bridge St, Sydney NSW 2000, Australia",-33.86285315,151.2115252,,,6,6,kW,0,6,0,,,,,,,,,,17/7/2023
Hawks Nest,"94 Booner st, Hawks Nest, NSW 2324",-32.67357641,152.183658,Open 24/7,EVX,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Sea Breeze Hotel,"1 Stockton Street, Nelson Bay NSW 2315",-32.72075263,152.1435264,"Open 24/7
24/7",,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Sheraton Grand Sydney Hyde Park (2),"161 Elizabeth St, Sydney NSW 2000, Australia, Sydney 2000",-33.871528,151.20982,Open 24/7,Exploren,8,8,22 kW,0,8,0,,,,,,,,,,17/7/2023
Commbank Foundry Carpark,"Shop 17/2 Central Ave, Eveleigh NSW 2015, Australia",-33.895749,151.195941,,,6,6,kW,0,6,0,,,,,,,,,,17/7/2023
Blacksmiths Beachside Holiday Park (Cabin 23 Booking Required),"30 Gommera St, Blacksmiths NSW 2281",-33.08052863,151.6546498,Open 24/7,,1,2,kW,0,2,0,,,,,,,,,,17/7/2023
Swansea Lakeside Holiday Park Dual Charger 2 (Coming Soon),"1 Dobinson Dr, Swansea NSW 2281",-33.07427649,151.6365706,Open 24/7,,1,2,kW,0,2,0,,,,,,,,,,17/7/2023
Scribbly Gum Retreat,"2 Koonora Ave, Blackwall NSW 2256, Australia",-33.50497227,151.3371063,"Anytime for guests. 11 & 22 kW Tesla Destination Chargers \+ 22kW 3 - phase
socket, \+ 3.6kW 15A plug By arrangement if not an Airbnb guest. For non-
guests, $0.40c/kWh.",,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Jetty Motel - The Entrance ,"353 The Entrance Road, Long Jetty, NSW 2261",-33.354256,151.4872835,8am to 8pm,,3,3,22kW,0,3,0,,,,,,,,,,17/7/2023
Harrington Hotel,"28 Beach Street, Harrington NSW",-31.8714064,152.6863291,Open 24/7,,1,1,22kW,0,1,0,,,,,,,,,,17/7/2023
Lawson Hill Estate,"574 Henry Lawson Dr, Eurunderee NSW 2850, Australia",-32.527939,149.611868,Open 24/7,Tesla Destination,2,2,22 kW,2,0,0,,,,,,,,,,17/7/2023
Upper Hunter Automotive,"15-17 Rutherford Rd, Muswellbrook NSW 2333, Australia",-32.28305966,150.8952627,Monday - Friday 8am - 5pm,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Dubbo Regional Council - Hawthorn St Depot,"24 Hawthorn St, Dubbo NSW 2830, Australia, Dubbo 2830",-32.25819696,148.6250053,RESTRICTED,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Matilda Motor Inn,"231 Darling St, Dubbo NSW 2830, Australia",-32.25252182,148.6050934,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Smith House,"100 Barney St South Hill NSW 2350, Australia",-30.517233,151.664825,,,1,1,kW,0,0,1,,,,,,,,,,17/7/2023
Bonny Hills - Ingenia Holidays,"24 Beach St, Bonny Hills NSW 2445, Australia",-31.586049,152.837312,Open 24/7,Exploren,2,2,7 kW,0,2,0,,,,,,,,,,17/7/2023
The Haven @ Arakoon,"22 Rocks View Crescent, Arakoon NSW 2431, Australia",-30.90399046,153.0587599,Open 24/7,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Port Macquarie Base Hospital,"1 Wrights Rd, Port Macquarie NSW 2444, Australia",-31.451855,152.879225,,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Pacific Bay Resort,"Cnr Pacific Hwy and, Bay Dr, Coffs Harbour NSW 2450, Australia",-30.267418,153.133971,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Park Beach Resort Motel,"111 Park Beach Rd, Coffs Harbour, , Australia, NSW 2450",-30.286092,153.136515,"Open 24/7
24/7",Tesla Destination,2,2,6 kW,2,0,0,,,,,,,,,,17/7/2023
Charles Sturt University,"Charles Sturt University campus, Building 802, Room 2330/7 Major Innes Rd, Port Macquarie NSW 2444, Australia",-31.45729181,152.875833,,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
North Coast Storage P/L,"24 Industrial Dr, North Boambee Valley NSW 2450",-30.31283225,153.0869977,9am-3.00pm M-F,,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
SI Clean Energy,"15 Isles Dr, North Boambee Valley NSW 2450, Australia",-30.315905,153.087845,Contact during office hours to gain access.,,1,2,kW,1,1,0,,,,,,,,,,17/7/2023
The Observatory Port Macquarie,"40 William St Port Macquarie NSW 2444, Australia",-31.431065,152.918758,"Open 24/7
24/7",Tesla Destination,2,4,6 kW,2,2,0,,,,,,,,,,17/7/2023
Essential Energy,"8 Buller St, Port Macquarie NSW 2444, Australia",-31.431514,152.903446,,Exploren,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Bent St Parking,"22 Bent St, South Grafton NSW 2460, Australia",-29.701743,152.941292,Open 24/7,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Cousins Motor Inn,"9-11 Glen Innes Road, Inverell NSW 2360",-29.77933135,151.1163115,,EVUp,2,2,22kW,0,1,0,,,,,,,,,,17/7/2023
Woodenbong Recreation Reserve,"1 Unumgar St, Woodenbong NSW 2476, Australia, Woodenbong 2476",-28.388896,152.608732,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Curlew Retreat,"399 Wylie Creek Rd, Maryland NSW 2372, Australia",-28.558403,152.108476,Open 24/7,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Bonalbo Norman Johnston Park,"29 Woodenbong Rd, Bonalbo NSW 2469, Australia, Bonalbo 2469",-28.738689,152.628451,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Tabulam Sports Ground,"39 Clarence St, Tabulam NSW 2469, Australia, Tabulam 2469",-28.89041,152.566597,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Twin Towns Club Banora,"Leisure Drive, Banora Point, NSW, 2486",-28.21537905,153.5389616,,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Halcyon House,"21 Cypress Cres, Cabarita Beach NSW 2488, Australia",-28.33068425,153.5701293,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
The Clydesdale Motel & Steakhouse,"143 Johnston Street, Casino NSW 2470, Australia",-28.862278,153.067608,,EVUp,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Kyogle Museum,"69 Roxy Ln, Kyogle NSW 2474, Australia",-28.620873,153.002983,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Hotel Marvell,"4 Marvell St, Byron Bay NSW 2481, Australia, Byron Bay 2481",-28.645435,153.613672,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Hotel Metropole Lismore,98 Keen St Lismore NSW 2480,-28.80868286,153.2796972,"Open 24/7
24/7",Everty,4,4,kW,0,4,0,,,,,,,,,,17/7/2023
Twin Towns Services Club,"2 Wharf Street, Tweed Heads, NSW, 2485",-28.16865631,153.5444382,Open 24/7,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Grandview Villa,"Unit 1/15 Sutherland St, Kingscliff NSW 2487",-28.2606385,153.5794997,Open 24/7,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
M|Arts Precinct,"103 Wollumbin St, Murwillumbah NSW 2484, Australia",-28.32731945,153.3949707,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Port Central - Port Macquarie,42 Horton St Port Macquarie NSW 2444 Australia,-31.4298884,152.9090797,,,1,,22kW,,,,,,,,,,,,,17/7/2023
The Charles Boutique Hotel and Dining ,82 Tarcutta St Wagga Wagga NSW 2650 Australia,-35.1151369,147.3753234,,,3,,7kW,,,,,,,,,,,,,17/7/2023
Wellington Caves,"Wellington Caves, Caves Rd Mitchell Highway Wellington NSW 2820 Australia",-32.6210065,148.9386311,,,2,,22kW,,,,,,,,,,,,,17/7/2023
Wellington Library,99 Percy St Wellington NSW 2820 Australia,-32.5549061,148.9421916,,,2,,22kW,,,,,,,,,,,,,17/7/2023
Rich River Golf Club,24 Ln Moama NSW 2731 Australia,-35.8115255,144.9027916,,,2,,22kW,,,,,,,,,,,,,17/7/2023
